ID,Alas#,Genus,Species,Species number,FWL,Wing measure,Site,Elevation,Date
40338,3640338,Isochromodes,sp,170,21,from specimen,7,1710,5/5/2003
40344,3640344,Pyrinia,sp nr itunaria,170,20,from specimen,6,1115,5/23/2003
41812,3641812,Pyrinia,sp nr divalis,170,21,from specimen,7,1710,2/15/2004
41813,3641813,Pyrinia,selecta,170,21,from specimen,7,1710,2/15/2004
41815,3641815,Pyrinia,sp nr selecta,170,21,from specimen,6,1115,2/18/2004
41816,3641816,Trotocalpe,albilunata,170,20,from specimen,6,1115,2/18/2004
43770,3643770,Neazata,multistrigaria,170,23,from specimen,7,1710,3/18/2004
43784,3643784,Eusarca,sp nr minucia,170,21,from specimen,8,1690,2/16/2004
43790,3643790,Phrygionis,sp,170,21,from specimen,8,1690,2/16/2004
40501,3640501,Taeniogramma,sp nr odrussa,171,17,from specimen,8,1690,5/29/2003
42310,3642310,Eusarca,sp nr parallelaria,171,18,from specimen,6,1115,2/19/2004
40512,3640512,ENNOMINAE,sp,172,26,from specimen,6,1115,2/18/2004
41846,3641846,ENNOMINAE,sp,172,28,from specimen,7,1710,3/18/2004
40495,3640495,ENNOMINAE,sp,173,14,from specimen,2,45,4/23/2003
41220,3641220,Euphyia,sp,173,13,from specimen,3,525,4/19/2003
41221,3641221,Costalobata,belides,173,13,from specimen,3,525,4/19/2003
41222,3641222,"Metanema""",bonadea,173,14,from specimen,3,525,4/19/2003
40547,3640547,Phyllodonta,angulosa,174,20,from specimen,6,1115,5/23/2003
40559,3640559,Tmetomorpha,bitias,175,25,from specimen,12,2730,4/28/2003
40560,3640560,"Eutomopepla""",artena,175,25,from specimen,11,2725,5/26/2003
40561,3640561,Phyllodonta,sp,175,26,from specimen,11,2725,4/27/2003
42254,3642254,Acrotomodes,sp nr bola,175,27,from specimen,12,2730,2/22/2004
43800,3643800,Cirsodes,sp,175,27,from specimen,11,2725,3/25/2004
40479,3640479,Cirsodes,sp,177,20,from specimen,1,40,5/21/2003
41245,3641245,Epimecis,sp,177,21,from specimen,2,45,5/25/2003
41246,3641246,"Sabulodes""",nubifera,177,21,from specimen,3,525,6/2/2003
41247,3641247,Eusarca,sp nr asanderaria,177,20,from specimen,3,525,6/2/2003
41601,3641601,Nephodia,sp,180,21,from specimen,10,2090,5/19/2003
41602,3641602,Astyochia,faula,180,19,from specimen,10,2090,5/19/2003
41603,3641603,Leucula,meganira,180,19,from specimen,10,2090,5/19/2003
40333,3640333,Nephodia,betala,182,14,from specimen,6,1115,5/2/2003
40334,3640334,Euphyia,sp nr balteata,182,15,from specimen,6,1115,5/2/2003
40595,3640595,Dolichoneura,oxypteraria,182,17,from specimen,6,1115,5/2/2003
40742,3640742,Hydriomena,confusa,182,16,from specimen,8,1690,5/6/2003
40743,3640743,Perizoma,sp nr eudoxia,182,16,from specimen,8,1690,5/6/2003
40744,3640744,Euphyia,maxima,182,17,from specimen,5,1070,5/23/2003
40745,3640745,Anthalma,latifasciata,182,15,from specimen,5,1070,5/22/2003
40746,3640746,Spargania,sp nr subcuprea,182,15,from specimen,5,1070,5/22/2003
40747,3640747,Euphyia,sp,182,17,from specimen,6,1115,5/2/2003
40748,3640748,Hammaptera,improbaria,182,17,from specimen,8,1690,5/6/2003
40749,3640749,Hydriomena,fassli,182,15,from specimen,8,1690,5/6/2003
40750,3640750,Hydriomena,sp,182,15,from specimen,8,1690,3/17/2004
40751,3640751,Hydriomena,polyphonta,182,15,from specimen,6,1115,5/2/2003
40752,3640752,Hydriomena,sp nr confusa,182,16,from specimen,6,1115,5/23/2003
40753,3640753,Bonatea,sp nr viridilinea,182,15,from specimen,5,1070,5/23/2003
40754,3640754,Spargania,sp,182,17,from specimen,5,1070,5/23/2003
40755,3640755,Psaliodes,pomona,182,17,from specimen,6,1115,5/23/2003
40756,3640756,Chloropteryx,sp nr opalaria,182,17,from specimen,8,1690,5/6/2003
40757,3640757,Physocleora,sp,182,18,from specimen,6,1115,5/23/2003
40758,3640758,Chloropteryx,diluta,182,16,from specimen,8,1690,5/6/2003
40759,3640759,Phyllodonta,sp nr flabellaria,182,15,from specimen,8,1690,5/6/2003
40760,3640760,"Petelia""",cariblanca,182,16,from specimen,6,1115,5/2/2003
40761,3640761,Chavariella,porcius,182,17,from specimen,7,1710,5/5/2003
40762,3640762,Chavariella,semiornata,182,15,from specimen,7,1710,5/5/2003
40763,3640763,Psaliodes,sp,182,17,from specimen,6,1115,5/23/2003
40764,3640764,Synchlora,dependens megastigma,182,17,from specimen,6,1115,5/2/2003
40765,3640765,Oospila,sp nr rufilimes,182,17,from specimen,6,1115,5/23/2003
40766,3640766,Oospila,athena,182,15,from specimen,6,1115,5/23/2003
40767,3640767,Hyalochlora,antolodoxa,182,16,from specimen,6,1115,5/23/2003
40768,3640768,Hyalochlora,splendens,182,15,from specimen,8,1690,5/6/2003
41165,3641165,Chloractis,pulcherrima,182,14,from specimen,6,1115,5/22/2003
41166,3641166,Oospila,holochroa,182,16,from specimen,6,1115,5/22/2003
41167,3641167,Tetragonodes,sp,182,15,from specimen,6,1115,5/22/2003
42600,3642600,Hydriomena,sp nr cyriades,182,15,from specimen,5,1070,3/14/2004
42636,3642636,Oospila,ruptimacula,182,16,from specimen,6,1115,3/15/2004
42637,3642637,Bryoptera,sp,182,16,from specimen,5,1070,2/18/2004
42638,3642638,Eois,isographata,182,15,from specimen,5,1070,3/14/2004
43815,3643815,Phrudocentra,sp nr trimaculata,182,16,from specimen,5,1070,2/18/2004
43816,3643816,Nemoria,dorsilinea,182,16,from specimen,5,1070,2/18/2004
43817,3643817,Nemoria,strigaria,182,17,from specimen,5,1070,2/18/2004
43826,3643826,Tachyphyle,basiplaga,182,15,from specimen,6,1115,2/18/2004
43827,3643827,Pyrochlora,rhanis,182,16,from specimen,6,1115,2/18/2004
43828,3643828,Phrudocentra,sp,182,16,from specimen,6,1115,2/18/2004
43829,3643829,Phrudocentra,assa,182,17,from specimen,6,1115,2/18/2004
43830,3643830,Nemoria,gladysae,182,17,from specimen,6,1115,2/18/2004
43842,3643842,Nemoria,ozalea,182,16,from specimen,6,1115,3/15/2004
43844,3643844,Nemoria,sp,182,16,from specimen,6,1115,2/18/2004
43846,3643846,Nemoria,vermiculata,182,15,from specimen,6,1115,3/15/2004
42159,3642159,Nemoria,sp,183,12,from specimen,4,550,2/10/2004
42160,3642160,Hydata,sp,183,12,from specimen,7,1710,5/30/2003
40778,3640778,Lobocleta,sp nr subcincta,184,23,from specimen,6,1115,5/2/2003
41171,3641171,Lissochlora,albociliaria,184,22,from specimen,6,1115,5/22/2003
41172,3641172,Lissochlora,manostigma,184,24,from specimen,6,1115,5/22/2003
41173,3641173,Nemoria,toxeres,184,21,from specimen,6,1115,5/22/2003
41751,3641751,Nemoria,sp,184,22,from specimen,7,1710,5/30/2003
43849,3643849,Nemoria,sp,184,22,from specimen,5,1070,3/14/2004
43850,3643850,Nemoria,elbae,184,23,from specimen,5,1070,3/14/2004
43860,3643860,Rhodochlora,sp,184,23,from specimen,6,1115,2/18/2004
41814,3641814,Rhodochlora,rothschildi,185,22,from specimen,5,1070,2/19/2004
41831,3641831,Hydata,povera,185,21,from specimen,5,1070,2/18/2004
41094,3641094,Lissochlora,ronaldi,189,15,from specimen,3,525,6/3/2003
41929,3641929,Nemoria,florae,189,14,from specimen,26,50,3/22/2004
41930,3641930,Lissochlora,freddyi,189,14,from specimen,26,50,3/19/2004
41101,3641101,Lissochlora,sp,190,15,from specimen,6,1115,5/23/2003
41102,3641102,Lissochlora,sp,190,15,from specimen,6,1115,5/23/2003
43868,3643868,Nemoria,vinocincta,190,17,from specimen,5,1070,2/19/2004
41091,3641091,Nemoria,eugeniae,192,20,from specimen,9,2140,4/24/2003
44151,3644151,Nemoria,epaphras,192,18,from specimen,8,1690,3/17/2004
40862,3640862,Nemoria,tickelli,193,17,from specimen,24,525,4/19/2003
40873,3640873,Nemoria,adjunctaria,196,16,from specimen,4,550,4/19/2003
40876,3640876,Nemoria,cosmeta,197,20,from specimen,5,1070,5/22/2003
40819,3640819,Nemoria,remota,198,14,from specimen,3,525,4/19/2003
40820,3640820,Nemoria,sp,198,14,from specimen,5,1070,5/1/2003
41950,3641950,Nemoria,sp nr aturia,198,16,from specimen,6,1115,5/22/2003
41131,3641131,Nemoria,aturia,200,17,from specimen,4,550,4/19/2003
40836,3640836,Nemoria,punctilinea,201,12,from specimen,6,1115,5/2/2003
40837,3640837,Nemoria,saryae,201,13,from specimen,5,1070,5/22/2003
40838,3640838,Phaludia,brunneofusa,201,13,from specimen,6,1115,5/2/2003
40839,3640839,Semiothisa,sp nr valmonaria,201,14,from specimen,6,1115,5/23/2003
40840,3640840,Macaria,approximaria,201,12,from specimen,6,1115,5/2/2003
40841,3640841,"Nephodia""",auxesia,201,13,from specimen,6,1115,5/2/2003
40842,3640842,Eupithecia,sp,201,15,from specimen,7,1710,5/5/2003
41136,3641136,Acronyctodes,cautama,201,13,from specimen,6,1115,5/22/2003
41137,3641137,Thysanopyga,sp nr pygaria,201,13,from specimen,6,1115,5/22/2003
41138,3641138,Glena,sp,201,14,from specimen,6,1115,5/22/2003
41635,3641635,Thysanopyga,apicitruncaria,201,13,from specimen,6,1115,5/22/2003
41956,3641956,Dyspteris,tenuivitta,201,13,from specimen,6,1115,2/18/2004
41957,3641957,Astyochia,cetaria,201,10,from specimen,3,525,2/9/2004
41958,3641958,Dyspteris,sp,201,14,from specimen,6,1115,2/18/2004
41959,3641959,Dyspteris,sp nr tenuivitta,201,13,from specimen,5,1070,2/19/2004
41960,3641960,Dyspteris,sp,201,14,from specimen,5,1070,3/14/2004
43886,3643886,Dyspteris,sp nr tenuivitta,201,13,from specimen,5,1070,2/18/2004
43887,3643887,Spargania,cyllene,201,13,from specimen,5,1070,2/18/2004
43888,3643888,Spargania,sp nr narangilla,201,14,from specimen,5,1070,2/18/2004
43889,3643889,Spargania,myrtusaria,201,15,from specimen,5,1070,2/18/2004
43890,3643890,Spargania,sp,201,15,from specimen,5,1070,2/18/2004
43891,3643891,Costalobata,picturata,201,15,from specimen,5,1070,2/18/2004
43902,3643902,Xanthoroe,sp nr cyane,201,13,from specimen,5,1070,2/19/2004
43903,3643903,Euphyia,sp nr infundibulata,201,13,from specimen,5,1070,2/19/2004
43904,3643904,Orthonama,sp,201,14,from specimen,5,1070,2/19/2004
43905,3643905,Euphyia,sturnularia,201,14,from specimen,5,1070,2/19/2004
43906,3643906,"Thysanopyga""",nigristicta,201,15,from specimen,5,1070,2/19/2004
43917,3643917,Tmetomorpha,sp nr bitias,201,13,from specimen,5,1070,3/14/2004
43918,3643918,Herbita,sp nr tenebrica,201,14,from specimen,5,1070,3/14/2004
43919,3643919,Certima,turmalis,201,14,from specimen,5,1070,3/14/2004
43920,3643920,Iridopsis,eutiches,201,14,from specimen,5,1070,3/14/2004
43921,3643921,Lambdina,axion,201,14,from specimen,5,1070,3/14/2004
43922,3643922,Eois,numida,201,14,from specimen,5,1070,3/14/2004
43923,3643923,Mimosema,sp,201,15,from specimen,5,1070,3/14/2004
43928,3643928,Virbia,hypophaea,201,13,from specimen,5,1070,2/18/2004
43929,3643929,Hyalurga,fenestra,201,14,from specimen,5,1070,2/18/2004
43930,3643930,Hypocrita,reedia,201,14,from specimen,5,1070,2/18/2004
43931,3643931,Symphlebia,herbosa,201,14,from specimen,5,1070,2/19/2004
43932,3643932,Eucereon,sp nr consorta,201,14,from specimen,5,1070,2/19/2004
43944,3643944,Halysidota,underwoodi,201,13,from specimen,5,1070,3/14/2004
43945,3643945,Halysidota,sp nr semibrunnea,201,13,from specimen,5,1070,3/14/2004
43946,3643946,Amastus,rothschildi,201,14,from specimen,5,1070,3/14/2004
43947,3643947,Hemihyalea,celsicola,201,13,from specimen,5,1070,2/18/2004
43950,3643950,Amastus,flavicauda,201,14,from specimen,5,1070,2/19/2004
43952,3643952,Hemihyalea,asignata,201,14,from specimen,5,1070,3/14/2004
43967,3643967,Hemihyalea,schausi,201,12,from specimen,6,1115,2/18/2004
43968,3643968,Melese,flavimaculata,201,13,from specimen,6,1115,2/18/2004
43969,3643969,Opharus,sp,201,14,from specimen,6,1115,2/18/2004
43970,3643970,Amastus,rumina,201,14,from specimen,6,1115,2/18/2004
43971,3643971,Opharus,sp,201,13,from specimen,6,1115,2/19/2004
43972,3643972,Elysius,disciplaga,201,13,from specimen,6,1115,2/19/2004
43973,3643973,Elysius,superba,201,13,from specimen,6,1115,2/19/2004
43974,3643974,Calodesma,maculifrons,201,13,from specimen,6,1115,2/19/2004
43975,3643975,Melese,sp,201,13,from specimen,6,1115,2/19/2004
43976,3643976,Amaxia,bella,201,13,from specimen,6,1115,2/19/2004
43977,3643977,Amaxia,pyga,201,13,from specimen,6,1115,2/19/2004
43978,3643978,Idalus,quadratus,201,13,from specimen,6,1115,2/19/2004
43979,3643979,Idalus,critheis,201,14,from specimen,6,1115,2/19/2004
43980,3643980,Leucanopsis,sp nr strigulosa,201,14,from specimen,6,1115,2/19/2004
43981,3643981,Lophocampa,citrina,201,14,from specimen,6,1115,2/19/2004
43982,3643982,Baritius,sp nr eleuthera,201,14,from specimen,6,1115,2/19/2004
43988,3643988,Opharus,sp,201,12,from specimen,6,1115,3/15/2004
43989,3643989,Melese,sp nr endopyra,201,13,from specimen,6,1115,3/15/2004
43990,3643990,Hyponerita,rhodocraspis,201,13,from specimen,6,1115,3/15/2004
43991,3643991,Ormetica,metallica,201,14,from specimen,6,1115,3/15/2004
43992,3643992,Paranerita,lophosticta,201,14,from specimen,6,1115,3/15/2004
43993,3643993,"Halysidota""",sp nr cyclozonata,201,14,from specimen,6,1115,3/15/2004
43994,3643994,Diarhabdosia,sp,201,14,from specimen,6,1115,3/15/2004
44010,3644010,Paranerita,diversa,201,12,from specimen,6,1115,2/18/2004
44011,3644011,Epeiromulona,sp nr phelina,201,13,from specimen,6,1115,2/18/2004
44012,3644012,Rhabdatomis,sp nr cora,201,14,from specimen,6,1115,2/18/2004
44013,3644013,Illice,croesus,201,15,from specimen,6,1115,2/18/2004
44042,3644042,Talara,sp nr minynthadia,201,13,from specimen,6,1115,2/18/2004
44043,3644043,Pseudopharus,hades,201,14,from specimen,6,1115,2/18/2004
44044,3644044,"Elysius""",melanoplaga,201,14,from specimen,6,1115,2/18/2004
44045,3644045,Ammalo,helops,201,14,from specimen,6,1115,2/18/2004
44046,3644046,Agaraea,inconspicua,201,13,from specimen,6,1115,2/18/2004
40898,3640898,Agaraea,boettgeri,208,16,from specimen,7,1710,5/5/2003
42004,3642004,Ochrodota,sp nr constellata,208,18,from specimen,8,1690,2/16/2004
41972,3641972,Castrica,phalaenoides,209,18,from specimen,30,45,3/27/2004
42089,3642089,Araeomolis,sp,212,13,from specimen,26,50,3/13/2004
40877,3640877,Emurena,tripunctata,213,12,from specimen,1,40,4/18/2003
40878,3640878,Sutonocrea,reducta,213,11,from specimen,21,525,5/31/2003
40879,3640879,Selenarctia,elissoides,213,12,from specimen,2,45,5/25/2003
42106,3642106,Arctiarpia,mossi,213,12,from specimen,1,40,2/11/2004
42107,3642107,Neonerita,parapessa,213,12,from specimen,1,40,5/21/2003
42108,3642108,Evius,cochenouri,213,12,from specimen,1,40,3/16/2004
41978,3641978,Evius,sp,218,21,from specimen,6,1115,3/15/2004
40888,3640888,Zatrephes,sp nr rufescens,219,13,from specimen,7,1710,5/5/2003
42104,3642104,Eucereon,rogersi,219,15,from specimen,5,1070,3/14/2004
40892,3640892,Melese,dorothea,220,21,from specimen,7,1710,5/5/2003
40893,3640893,Ischnocampa,sp nr admeta,220,21,from specimen,10,2090,5/19/2003
40421,3640421,Phaeomolis,vampa,223,27,from specimen,9,2140,5/18/2003
40422,3640422,Melese,binotata,223,28,from specimen,10,2090,5/19/2003
41747,3641747,Melese,chiriquens,223,28,from specimen,9,2140,5/18/2003
44056,3644056,Bertholdia,fumida,223,31,from specimen,8,1690,2/16/2004
44058,3644058,Eucereon,formosa,223,29,from specimen,8,1690,2/16/2004
44062,3644062,Lophocampa,nimbifacta,223,28,from specimen,10,2090,2/13/2004
40377,3640377,Leucanopsis,flavorufa,224,12,from specimen,8,1690,5/29/2003
41269,3641269,Leucanopsis,sp nr stipulata,225,28,from specimen,25,50,6/29/2003
41267,3641267,Lophocampa,sp nr pectina,226,21,from specimen,7,1710,5/30/2003
41268,3641268,Pseudaclytia,sp,226,21,from specimen,7,1710,5/30/2003
41671,3641671,Pseudaclytia,sp,226,23,from specimen,7,1710,5/30/2003
42336,3642336,Psilopleura,dolens,226,21,from specimen,6,1115,3/15/2004
40865,3640865,CTENUCHINI,sp,227,14,from specimen,1,40,5/31/2003
42623,3642623,Chrostosoma,destricta,227,14,from specimen,30,45,3/9/2004
40591,3640591,Correbia,affinis,229,46,from specimen,7,1710,2/15/2004
40592,3640592,Correbidia,costinotata,229,45,from specimen,5,1070,2/18/2004
44081,3644081,Sauritinia,sp nr dubiosa,229,45,from specimen,5,1070,3/14/2004
44082,3644082,Mesothen,albifrons,229,46,from specimen,5,1070,3/14/2004
44087,3644087,Cosmosoma,galatea,229,46,from specimen,5,1070,2/18/2004
44088,3644088,Dycladia,sp nr vitrina,229,46,from specimen,5,1070,3/14/2004
44092,3644092,Epidesma,demonis,229,44,from specimen,6,1115,3/15/2004
44093,3644093,Epidesma,lenaeus,229,45,from specimen,6,1115,3/15/2004
44094,3644094,Epidesma,hypoleuca,229,47,from specimen,6,1115,3/15/2004
44097,3644097,Macrocneme,iole,229,45,from specimen,6,1115,2/19/2004
44098,3644098,Mesothen,montana,229,46,from specimen,6,1115,3/15/2004
41874,3641874,Epidesma,metapolia,234,30,from specimen,9,2140,2/12/2004
44112,3644112,Aclytia,gynamorpha,236,16,from specimen,31,45,3/9/2004
41897,3641897,Diaxanthia,lucinia,238,13,from specimen,5,1070,2/18/2004
41903,3641903,Loxophlebia,masa,239,16,from specimen,4,550,2/9/2004
41904,3641904,Eucereon,rosa,239,16,from specimen,5,1070,3/14/2004
41911,3641911,CTENUCHINI,sp,242,15,from specimen,29,45,3/20/2004
41948,3641948,Cosmosoma,watsoni,244,21,from specimen,7,1710,2/15/2004
41951,3641951,Agylla,sp,245,16,from specimen,5,1070,3/14/2004
41961,3641961,Agylla,sp,248,20,from specimen,27,40,2/24/2004
44147,3644147,Agylla,argentifera,251,14,from specimen,31,45,3/9/2005
44152,3644152,Agylla,sp,256,20,from specimen,31,45,5/25/2003
42019,3642019,Talara,cara,261,17,from specimen,2,45,2/24/2004
44167,3644167,Agylla,subcinerea,261,17,from specimen,31,45,3/9/2004
42020,3642020,Agylla,poasia,262,22,from specimen,5,1070,3/14/2004
42022,3642022,Euthyone,simplex,264,18,from specimen,28,40,2/27/2004
44122,3644122,Agylla,sp,266,19,from specimen,31,45,4/12/2003
42025,3642025,Agylla,nubens,267,15,from specimen,27,40,2/27/2004
40519,3640519,Agylla,sp nr submacula,269,14,from specimen,5,1070,5/22/2003
42085,3642085,Agylla,sp,274,13,from specimen,3,525,2/9/2004
42096,3642096,Agylla,subochracea,275,17,from specimen,5,1070,3/14/2004
42098,3642098,Melese,chozeba,276,15,from specimen,6,1115,2/19/2004
42114,3642114,Pachydota,drucei,277,16,from specimen,30,45,3/16/2004
42102,3642102,Eupseudosoma,bifasciata,278,23,from specimen,3,525,2/9/2004
41278,3641278,Lophocampa,modesta,279,18,from specimen,10,2090,4/25/2003
41279,3641279,Lophocampa,sp nr propinqua,279,17,from specimen,10,2090,4/25/2003
41719,3641719,Virbia,lehmanni,279,18,from specimen,10,2090,4/25/2003
42123,3642123,Bertholdia,sp nr philothera,281,15,from specimen,27,40,2/21/2004
42148,3642148,Eucereon,sp,282,16,from specimen,2,45,3/12/2004
40688,3640688,Paranerita,flexuosa,283,12,from specimen,24,525,6/2/2003
40689,3640689,Eucereon,flavicaput,283,12,from specimen,1,40,5/31/2003
42183,3642183,Agylla,sp,285,18,from specimen,27,40,2/24/2004
42189,3642189,Cloesia,digna,287,15,from specimen,2,45,2/27/2004
40261,3640261,Ichoria,lycone,288,34,from specimen,6,1115,5/2/2003
42196,3642196,Hyaleucerea,panacea,288,33,from specimen,5,1070,2/19/2004
44121,3644121,Aclytia,ventralis,290,37,from specimen,31,45,4/12/2003
42201,3642201,CTENUCHINI,sp,291,46,from specimen,4,550,2/9/2004
42203,3642203,Scena,potentia,293,50,from specimen,6,1115,3/15/2004
42216,3642216,Mesothen,dorsimacula,297,31,from specimen,5,1070,2/18/2004
41224,3641224,Epidesma,sp nr hypoleuca,304,22,from specimen,3,525,4/19/2003
41225,3641225,CTENUCHINI,sp,304,21,from specimen,4,550,4/20/2003
42285,3642285,Phaenarete,diana,307,22,from specimen,3,525,2/9/2004
42300,3642300,Gymnelia,salvini,308,20,from specimen,8,1690,2/16/2004
42312,3642312,Dycladia,correbioides,309,22,from specimen,6,1115,3/15/2004
44138,3644138,Eucereon,sp,311,26,from specimen,31,45,3/1/2004
40445,3640445,Eucereon,myrtusa,313,27,from specimen,6,1115,5/22/2003
42319,3642319,Eucereon,costaluta,314,24,from specimen,2,45,3/21/2004
42373,3642373,Opharus,roseistringa,315,11,from specimen,30,45,3/9/2004
42356,3642356,Pelochyta,sp nr cinerea,316,6,from specimen,2,45,3/21/2004
42357,3642357,Lycomorphodes,sp,316,6,from specimen,27,40,2/21/2004
42374,3642374,Munona,iridescens,317,5,from specimen,29,45,3/23/2004
42375,3642375,Symphlebia,suanoides,318,8,from specimen,28,40,3/28/2004
42381,3642381,Balbura,intervenata,321,8,from specimen,28,40,3/21/2004
42383,3642383,Amastus,episcostosia,323,6,from specimen,28,40,3/12/2004
42414,3642414,Hemihyalea,sp,326,6,from specimen,30,45,3/9/2004
42415,3642415,CTENUCHINI,sp,327,6,from specimen,26,50,3/19/2004
42416,3642416,Cosmosoma,stibosticta,327,6,from specimen,28,40,3/21/2004
42724,3642724,CTENUCHINI,sp,328,7,from specimen,30,45,3/20/2004
40316,3640316,Cosmosoma,pudica,330,14,from specimen,10,2090,5/19/2003
40361,3640361,Cosmosoma,sitiona,330,15,from specimen,7,1710,5/5/2003
40362,3640362,Belemniastis,sp nr attidates,330,15,from specimen,7,1710,5/5/2003
40363,3640363,Eucereon,zamorae,330,15,from specimen,9,2140,4/24/2003
40364,3640364,Hyaleucerea,gigantea,330,16,from specimen,10,2090,5/19/2003
40365,3640365,Eucereon,tarona,330,15,from specimen,10,2090,4/25/2003
40366,3640366,Aclytia,albistriga,330,15,from specimen,12,2730,4/28/2003
40367,3640367,Nemoria,gladysae,330,15,from specimen,10,2090,5/19/2003
40368,3640368,Nemoria,sp,330,15,from specimen,9,2140,4/24/2003
40369,3640369,Lobocleta,sp nr subcincta,330,15,from specimen,10,2090,5/19/2003
40370,3640370,Hydata,latifasciata,330,15,from specimen,10,2090,5/19/2003
40371,3640371,Lissochlora,albociliaria,330,15,from specimen,11,2725,4/27/2003
40372,3640372,Lissochlora,manostigma,330,15,from specimen,7,1710,5/5/2003
40373,3640373,Nemoria,toxeres,330,16,from specimen,11,2725,4/27/2003
42482,3642482,Nemoria,sp,330,15,from specimen,8,1690,2/16/2004
42483,3642483,Nemoria,elbae,330,15,from specimen,12,2730,3/24/2004
42484,3642484,Rhodochlora,sp,330,16,from specimen,10,2090,3/11/2004
42559,3642559,Rhodochlora,rothschildi,330,16,from specimen,10,2090,3/11/2004
42560,3642560,Lissochlora,ronaldi,330,15,from specimen,10,2090,3/11/2004
42561,3642561,Nemoria,florae,330,15,from specimen,10,2090,3/11/2004
42562,3642562,Lissochlora,sp,330,15,from specimen,10,2090,3/11/2004
42563,3642563,Nemoria,vinocincta,330,15,from specimen,12,2730,2/22/2004
42564,3642564,Nemoria,karlae,330,14,from specimen,10,2090,3/11/2004
42565,3642565,Nemoria,remota,330,16,from specimen,9,2140,2/12/2004
42566,3642566,Nemoria,saryae,330,16,from specimen,9,2140,2/12/2004
42567,3642567,Phaludia,brunneofusa,330,15,from specimen,12,2730,5/27/2003
42568,3642568,Macaria,sp,330,14,from specimen,7,1710,3/18/2004
42569,3642569,Macaria,approximaria,330,16,from specimen,10,2090,5/19/2003
42702,3642702,"Nephodia""",auxesia,332,13,from specimen,5,1070,2/18/2004
40450,3640450,Eupithecia,sp,333,24,from specimen,7,1710,5/5/2003
40818,3640818,Acronyctodes,cautama,334,23,from specimen,6,1115,5/2/2003
42338,3642338,Perissopteryx,ochreobarbipes,334,23,from specimen,6,1115,3/15/2004
42382,3642382,Glena,sp,337,8,from specimen,26,50,3/13/2004
42417,3642417,Perissopteryx,sp,339,6,from specimen,28,40,3/12/2004
42103,3642103,Thysanopyga,apicitruncaria,341,15,from specimen,5,1070,2/19/2004
44139,3644139,Dyspteris,sp,343,22,from specimen,31,45,4/19/2003
